Name,Location,Kilometers_Driven,Mileage,Engine,Power,Seats,car_age,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,estimated_new_price
Mahindra XUV500 W10 2WD,Delhi,66000,16.0,2179.0,140.0,7.0,9,True,False,False,True,False,False,False,5000
Audi A6 2.0 TDI Design Edition,Kochi,78979,18.53,1968.0,187.74,5.0,12,True,False,False,False,False,False,False,5000
Tata Tiago 1.2 Revotron XZ WO Alloy,Bangalore,30010,23.84,1199.0,84.0,5.0,8,False,False,True,True,False,False,False,5000
Mercedes-Benz A Class Edition 1,Kochi,27508,20.0,2143.0,107.3,5.0,8,True,False,False,False,False,False,False,5000
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,28000,17.1,1591.0,121.4,5.0,10,False,False,True,False,False,False,False,5000
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,45000,19.27,2143.0,167.62,5.0,10,True,False,False,False,False,False,False,5000
BMW 7 Series 740i Sedan,Kochi,86107,8.45,2979.0,321.0,5.0,11,False,False,True,False,False,False,False,5000
Land Rover Range Rover 2.2L Pure,Hyderabad,49000,12.7,2179.0,187.7,5.0,9,True,False,False,False,False,True,False,5000
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,32746,13.0,1591.0,121.3,5.0,6,False,False,True,False,False,False,False,5000
Volkswagen Vento 1.2 TSI Highline AT,Mumbai,42758,16.93,1197.0,103.2,5.0,11,False,False,True,False,False,False,False,5000
Mini Cooper Countryman D,Hyderabad,50000,23.8,1998.0,112.0,5.0,11,True,False,False,False,False,False,False,5000
Volvo S60 D4 KINETIC,Coimbatore,90904,9.0,1984.0,181.0,5.0,8,True,False,False,False,False,False,False,5000
Renault Pulse RxL,Kolkata,52612,23.08,1461.0,63.12,5.0,12,True,False,False,True,False,False,False,5000
Honda Amaze SX i-VTEC,Kolkata,40000,18.0,1198.0,86.7,5.0,9,False,False,True,True,False,False,False,5000
Toyota Camry 2.5 G,Delhi,80724,12.98,2494.0,178.4,5.0,12,False,False,True,False,False,False,False,5000
Maruti Alto LXi,Hyderabad,62659,19.7,796.0,46.3,5.0,15,False,False,True,True,False,False,False,5000
Skoda Superb Style 1.8 TSI AT,Kochi,72734,14.67,1798.0,177.46,5.0,13,False,False,True,False,False,True,False,5000
Maruti Ertiga ZXI,Pune,15000,17.5,1373.0,91.1,7.0,9,False,False,True,True,False,False,False,5000
Audi A4 2.0 TDI,Bangalore,65475,16.55,1968.0,147.51,5.0,10,True,False,False,False,False,False,False,5000
Maruti Ertiga VDI,Chennai,71000,20.77,1248.0,88.76,7.0,12,True,False,False,True,False,False,False,5000
Mercedes-Benz New C-Class C 220 CDI Style,Bangalore,16000,19.27,2143.0,167.62,5.0,8,True,False,False,False,False,False,False,5000
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,72329,17.5,1197.0,85.8,5.0,13,False,False,True,True,False,False,False,5000
Mercedes-Benz GLA Class 200 CDI SPORT,Coimbatore,49398,17.9,2143.0,136.0,5.0,8,True,False,False,False,False,False,False,5000
Honda City i VTEC VX Option,Jaipur,44147,17.8,1497.0,117.3,5.0,8,False,False,True,True,False,False,False,5000
Maruti Alto LXi BSII,Ahmedabad,45000,19.7,796.0,46.3,5.0,17,False,False,True,True,False,False,False,5000
Toyota Fortuner 3.0 Diesel,Delhi,75000,11.5,2982.0,171.0,7.0,13,True,False,False,True,False,False,False,5000
BMW 3 Series Luxury Line,Coimbatore,22574,21.76,1995.0,190.0,5.0,7,True,False,False,False,False,False,False,5000
Hyundai Elite i20 Petrol Asta,Kochi,26642,18.6,1197.0,81.86,5.0,8,False,False,True,True,False,False,False,5000
Honda Amaze VX i-DTEC,Hyderabad,81304,25.8,1498.0,98.6,5.0,11,True,False,False,True,False,False,False,5000
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Kolkata,46000,15.0,1896.0,105.0,5.0,11,True,False,False,True,False,False,False,5000
Mercedes-Benz S Class 2005 2013 320 L,Hyderabad,99000,13.0,2987.0,210.0,5.0,17,False,False,True,True,False,False,False,5000
Hyundai EON Era,Pune,36317,21.1,814.0,55.2,5.0,12,False,False,True,True,False,False,False,5000
Maruti Zen Estilo LXI BSIII,Pune,70000,18.2,998.0,67.1,5.0,16,False,False,True,True,False,False,False,5000
Hyundai Verna CRDi SX,Hyderabad,137711,16.8,1493.0,110.0,5.0,15,True,False,False,True,False,False,False,5000
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,18980,17.0,1591.0,121.3,5.0,6,False,False,True,False,False,False,False,5000
Hyundai i20 Asta Option 1.2,Mumbai,31293,18.6,1197.0,81.83,5.0,9,False,False,True,True,False,False,False,5000
Maruti Baleno Vxi - BSIII,Pune,43000,15.4,1590.0,94.0,5.0,20,False,False,True,True,False,True,False,5000
Honda Jazz 1.5 S i DTEC,Ahmedabad,45000,27.3,1498.0,98.6,5.0,8,True,False,False,True,False,False,False,5000
Volkswagen Vento Diesel Comfortline,Kolkata,53000,20.54,1598.0,103.6,5.0,12,True,False,False,True,False,False,False,5000
Hyundai i10 Magna 1.1L,Pune,30000,19.81,1086.0,68.05,5.0,13,False,False,True,True,False,False,False,5000
Jeep Compass 2.0 Sport,Delhi,13000,17.1,1956.0,170.0,5.0,7,True,False,False,True,False,False,False,5000
Renault Duster 110PS Diesel RxZ,Delhi,62000,19.01,1461.0,108.45,5.0,11,True,False,False,True,False,False,False,5000
Maruti Swift Dzire VXi,Chennai,35161,17.5,1298.0,85.8,5.0,12,False,False,True,True,False,False,False,5000
Maruti Alto LXi,Jaipur,75000,19.7,796.0,46.3,5.0,18,False,False,True,True,False,False,False,5000
Tata Nano XTA,Coimbatore,53590,21.9,624.0,37.48,4.0,8,False,False,True,False,False,False,False,5000
Hyundai i10 Era 1.1,Chennai,71467,19.81,1086.0,68.05,5.0,16,False,False,True,True,False,False,False,5000
Maruti Alto XCITE,Kochi,66287,19.7,796.0,46.3,5.0,13,False,False,True,True,False,False,False,5000
Ford Figo Diesel EXI,Jaipur,85000,20.0,1399.0,68.0,5.0,12,True,False,False,True,False,True,False,5000
Land Rover Discovery 4 TDV6 Auto Diesel,Hyderabad,147202,11.8,2993.0,241.6,7.0,12,True,False,False,False,False,False,False,5000
Honda City i DTec SV,Coimbatore,72566,26.0,1498.0,98.6,5.0,8,True,False,False,True,False,False,False,5000
Maruti Ritz LDi,Pune,190000,23.2,1248.0,73.94,5.0,9,True,False,False,True,False,False,False,5000
Hyundai Grand i10 1.2 Kappa Sportz Option,Delhi,25348,18.9,1197.0,81.86,5.0,7,False,False,True,True,False,False,False,5000
Hyundai Grand i10 AT Asta,Delhi,54000,18.9,1197.0,82.0,5.0,10,False,False,True,False,False,False,False,5000
Hyundai i20 Sportz Option 1.2,Bangalore,33000,18.6,1197.0,81.83,5.0,9,False,False,True,True,False,False,False,5000
BMW 5 Series 2003-2012 520d,Delhi,58067,18.48,1995.0,177.0,5.0,13,True,False,False,False,False,False,False,5000
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,43020,13.0,2143.0,201.1,5.0,9,True,False,False,False,False,False,False,5000
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,27641,12.99,2494.0,100.0,7.0,10,True,False,False,True,False,False,False,5000
Maruti Swift Dzire ZDI,Hyderabad,46372,26.59,1248.0,74.0,5.0,8,True,False,False,True,False,False,False,5000
Maruti Alto K10 VXI,Kochi,27535,24.07,998.0,67.1,5.0,8,False,False,True,True,False,False,False,5000
BMW 5 Series 520d Luxury Line,Kochi,55615,22.48,1995.0,190.0,5.0,8,True,False,False,False,False,False,False,5000
Maruti Vitara Brezza VDi Option,Jaipur,19000,24.3,1248.0,88.5,5.0,7,True,False,False,True,False,False,False,5000
Hyundai Verna Transform VTVT with Audio,Kolkata,47000,16.2,1599.0,103.2,5.0,14,False,False,True,True,False,False,False,5000
Honda City i VTEC VX,Delhi,60595,17.4,1497.0,117.3,5.0,9,False,False,True,True,False,False,False,5000
Tata Indica Vista Quadrajet LS,Hyderabad,170000,22.3,1248.0,74.0,5.0,11,True,False,False,True,False,False,False,5000
Hyundai i20 Active 1.4 SX,Delhi,14301,21.19,1396.0,88.73,5.0,7,True,False,False,True,False,False,False,5000
Audi A6 2011-2015 2.0 TDI,Kochi,42741,17.68,1968.0,174.33,5.0,9,True,False,False,False,False,True,False,5000
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Delhi,31000,15.97,2993.0,258.0,5.0,9,True,False,False,False,False,True,False,5000
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,11000,15.29,1591.0,121.3,5.0,7,False,False,True,True,False,False,False,5000
Maruti Vitara Brezza ZDi Plus AMT,Mumbai,3800,24.3,1248.0,88.5,5.0,6,True,False,False,False,False,False,False,5000
Ford Fiesta 1.4 Duratec EXI,Coimbatore,44702,16.6,1388.0,68.0,5.0,15,False,False,True,True,False,False,False,5000
Maruti Dzire AMT VDI,Delhi,14300,28.4,1248.0,73.75,5.0,7,True,False,False,False,False,False,False,5000
Honda City i-VTEC VX,Coimbatore,31542,17.4,1497.0,117.3,5.0,6,False,False,True,True,False,False,False,5000
Maruti Celerio VXI AT,Chennai,31717,23.1,998.0,67.04,5.0,9,False,False,True,False,False,False,False,5000
Chevrolet Captiva LT,Kochi,99120,11.5,1991.0,147.9,7.0,13,True,False,False,True,False,False,False,5000
Datsun GO T Petrol,Chennai,36000,19.83,1198.0,67.0,5.0,8,False,False,True,True,False,False,False,5000
Skoda Superb Petrol Ambition,Delhi,40000,13.1,1798.0,157.8,5.0,14,False,False,True,True,False,False,False,5000
Hyundai Santro Xing GL,Ahmedabad,41000,0.0,1086.0,62.0,5.0,10,False,False,True,True,False,False,False,5000
Mahindra Renault Logan 1.5 DLE Diesel,Chennai,160000,19.2,1461.0,65.0,5.0,17,True,False,False,True,False,True,False,5000
Tata Tiago 1.05 Revotorq XT Option,Pune,41413,27.28,1047.0,69.0,5.0,8,True,False,False,True,False,False,False,5000
Volkswagen Vento Petrol Highline AT,Mumbai,67500,14.4,1598.0,103.6,5.0,13,False,False,True,False,False,True,False,5000
Hyundai i20 1.2 Spotz,Pune,30315,18.6,1197.0,81.83,5.0,10,False,False,True,True,False,False,False,5000
Ford EcoSport 1.5 Petrol Ambiente,Kochi,39015,17.0,1497.0,121.36,5.0,7,False,False,True,True,False,False,False,5000
Jeep Compass 1.4 Sport,Mumbai,6000,16.0,1368.0,160.0,5.0,6,False,False,True,True,False,False,False,5000
Audi A4 2.0 TDI,Bangalore,21143,16.55,1968.0,147.51,5.0,10,True,False,False,False,False,False,False,5000
Hyundai Verna 1.6 SX VTVT (O),Kochi,42203,17.1,1591.0,121.3,5.0,11,False,False,True,True,False,False,False,5000
Maruti Vitara Brezza ZDi,Kochi,21380,24.3,1248.0,88.5,5.0,7,True,False,False,True,False,False,False,5000
Hyundai Elite i20 Magna Plus,Kochi,23955,18.6,1197.0,81.86,5.0,6,False,False,True,True,False,False,False,5000
Honda Amaze S i-Dtech,Kolkata,38568,25.8,1498.0,98.6,5.0,11,True,False,False,True,False,False,False,5000
Audi A4 2.0 TDI,Hyderabad,64000,16.55,1968.0,147.51,5.0,13,True,False,False,False,False,False,False,5000
Honda Amaze VX AT i-Vtech,Hyderabad,57000,15.5,1198.0,86.7,5.0,10,False,False,True,False,False,False,False,5000
Honda Jazz 1.5 V i DTEC,Coimbatore,44556,27.3,1498.0,98.6,5.0,7,True,False,False,True,False,False,False,5000
BMW 5 Series 525d Sedan,Delhi,80000,16.73,2993.0,218.0,5.0,12,True,False,False,False,False,False,False,5000
Hyundai Grand i10 Asta Option,Kolkata,39000,18.9,1197.0,82.0,5.0,9,False,False,True,True,False,False,False,5000
Renault Duster 85PS Diesel RxL,Chennai,70000,19.87,1461.0,83.8,5.0,9,True,False,False,True,False,False,False,5000
Chevrolet Aveo 1.4 LS,Pune,45463,14.49,1399.0,92.7,5.0,15,False,False,True,True,False,False,False,5000
Honda Amaze S i-Vtech,Kochi,44776,18.0,1198.0,86.7,5.0,9,False,False,True,True,False,False,False,5000
Hyundai Grand i10 AT Asta,Coimbatore,18242,18.9,1197.0,82.0,5.0,8,False,False,True,False,False,False,False,5000
Hyundai EON D Lite Plus,Coimbatore,21190,21.1,814.0,55.2,5.0,9,False,False,True,True,False,False,False,5000
Volkswagen Vento Diesel Trendline,Hyderabad,89411,20.54,1598.0,103.6,5.0,13,True,False,False,True,False,False,False,5000
Volkswagen Polo GT TSI,Mumbai,59000,17.21,1197.0,103.6,5.0,9,False,False,True,False,False,False,False,5000
Nissan Micra Diesel XV,Kolkata,28000,23.08,1461.0,63.1,5.0,12,True,False,False,True,False,False,False,5000
Volkswagen Polo GT TSI,Pune,52262,17.2,1197.0,103.6,5.0,11,False,False,True,False,False,False,True,5000
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Kochi,72443,10.0,2148.0,170.0,5.0,10,True,False,False,False,False,False,False,5000
